datetime,frequency,noise_figure
2025-07-08T10:47:08.613995,1900,3.804
2025-07-08T10:47:08.613995,2000,3.749
2025-07-08T10:47:08.613995,2200,3.646
2025-07-08T10:47:08.613995,2400,3.764
2025-07-08T10:47:08.613995,2600,3.705
2025-07-08T10:47:08.613995,2800,3.741
2025-07-08T10:47:08.613995,3000,3.859
2025-07-08T10:47:08.613995,3200,3.901
2025-07-08T10:47:08.613995,3400,3.989
2025-07-08T10:47:08.613995,3600,4.108
2025-07-08T10:47:08.613995,3800,4.306
2025-07-08T10:47:08.613995,4000,4.495
