+1.85000000000E+009,-1.43974328041E+000
+1.85662500000E+009,-1.44201254845E+000
+1.86325000000E+009,-1.44339823723E+000
+1.86987500000E+009,-1.44437956810E+000
+1.87650000000E+009,-1.44570291042E+000
+1.88312500000E+009,-1.44657266140E+000
+1.88975000000E+009,-1.44887137413E+000
+1.89637500000E+009,-1.45109605789E+000
+1.90300000000E+009,-1.45398867130E+000
+1.90962500000E+009,-1.45804834366E+000
+1.91625000000E+009,-1.45962631702E+000
+1.92287500000E+009,-1.46152412891E+000
+1.92950000000E+009,-1.46477127075E+000
+1.93612500000E+009,-1.46782159805E+000
+1.94275000000E+009,-1.46967327595E+000
+1.94937500000E+009,-1.47238194942E+000
+1.95600000000E+009,-1.47399485111E+000
+1.96262500000E+009,-1.47671365738E+000
+1.96925000000E+009,-1.47964465618E+000
+1.97587500000E+009,-1.48299753666E+000
+1.98250000000E+009,-1.48562753201E+000
+1.98912500000E+009,-1.48755300045E+000
+1.99575000000E+009,-1.48880410194E+000
+2.00237500000E+009,-1.49217784405E+000
+2.00900000000E+009,-1.49446928501E+000
+2.01562500000E+009,-1.49695634842E+000
+2.02225000000E+009,-1.49892365932E+000
+2.02887500000E+009,-1.50075709820E+000
+2.03550000000E+009,-1.50214278698E+000
+2.04212500000E+009,-1.50620198250E+000
+2.04875000000E+009,-1.50877630711E+000
+2.05537500000E+009,-1.51088619232E+000
+2.06200000000E+009,-1.51246368885E+000
+2.06862500000E+009,-1.51489543915E+000
+2.07525000000E+009,-1.51792418957E+000
+2.08187500000E+009,-1.52027368546E+000
+2.08850000000E+009,-1.52251625061E+000
+2.09512500000E+009,-1.52490186691E+000
+2.10175000000E+009,-1.52753865719E+000
+2.10837500000E+009,-1.52992832661E+000
+2.11500000000E+009,-1.53163218498E+000
+2.12162500000E+009,-1.53421151638E+000
+2.12825000000E+009,-1.53666460514E+000
+2.13487500000E+009,-1.53858470917E+000
+2.14150000000E+009,-1.54129195213E+000
+2.14812500000E+009,-1.54340720177E+000
+2.15475000000E+009,-1.54538035393E+000
+2.16137500000E+009,-1.54761719704E+000
+2.16800000000E+009,-1.54971575737E+000
+2.17462500000E+009,-1.55182218552E+000
+2.18125000000E+009,-1.55460190773E+000
+2.18787500000E+009,-1.55727291107E+000
+2.19450000000E+009,-1.55947852135E+000
+2.20112500000E+009,-1.56324148178E+000
+2.20775000000E+009,-1.56582462788E+000
+2.21437500000E+009,-1.56780004501E+000
+2.22100000000E+009,-1.57080292702E+000
+2.22762500000E+009,-1.57478463650E+000
+2.23425000000E+009,-1.57860386372E+000
+2.24087500000E+009,-1.58155286312E+000
+2.24750000000E+009,-1.58239150047E+000
+2.25412500000E+009,-1.58415949345E+000
+2.26075000000E+009,-1.58580923080E+000
+2.26737500000E+009,-1.58815252781E+000
+2.27400000000E+009,-1.58922660351E+000
+2.28062500000E+009,-1.59126961231E+000
+2.28725000000E+009,-1.59301936626E+000
+2.29387500000E+009,-1.59571456909E+000
+2.30050000000E+009,-1.59782373905E+000
+2.30712500000E+009,-1.59962439537E+000
+2.31375000000E+009,-1.60125291348E+000
+2.32037500000E+009,-1.60265851021E+000
+2.32700000000E+009,-1.60512483120E+000
+2.33362500000E+009,-1.60792863369E+000
+2.34025000000E+009,-1.61096918583E+000
+2.34687500000E+009,-1.61458361149E+000
+2.35350000000E+009,-1.61644220352E+000
+2.36012500000E+009,-1.61899125576E+000
+2.36675000000E+009,-1.62235641479E+000
+2.37337500000E+009,-1.62552309036E+000
+2.38000000000E+009,-1.62805843353E+000
+2.38662500000E+009,-1.63041460514E+000
+2.39325000000E+009,-1.63197147846E+000
+2.39987500000E+009,-1.63303101063E+000
+2.40650000000E+009,-1.63415467739E+000
+2.41312500000E+009,-1.63580191135E+000
+2.41975000000E+009,-1.63869202137E+000
+2.42637500000E+009,-1.64112508297E+000
+2.43300000000E+009,-1.64222633839E+000
+2.43962500000E+009,-1.64439165592E+000
+2.44625000000E+009,-1.64708161354E+000
+2.45287500000E+009,-1.64915454388E+000
+2.45950000000E+009,-1.65125048161E+000
